lambda	x
7.253600000e-01	6.011816679e-01
7.253600000e-01	6.890214920e-01
7.254000000e-01	6.010154754e-01
7.254000000e-01	6.891777670e-01
7.254400000e-01	6.008498882e-01
7.254400000e-01	6.893334374e-01
7.254800000e-01	6.006848994e-01
7.254800000e-01	6.894885100e-01
7.255200000e-01	6.005205028e-01
7.255200000e-01	6.896429910e-01
7.255600000e-01	6.003566920e-01
7.255600000e-01	6.897968869e-01
7.256000000e-01	6.001934607e-01
7.256000000e-01	6.899502039e-01
7.256400000e-01	6.000308029e-01
7.256400000e-01	6.901029480e-01
7.256800000e-01	5.998687125e-01
7.256800000e-01	6.902551253e-01
7.257200000e-01	5.997071836e-01
7.257200000e-01	6.904067417e-01
7.257600000e-01	5.995462105e-01
7.257600000e-01	6.905578030e-01
7.258000000e-01	5.993857875e-01
7.258000000e-01	6.907083149e-01
7.258400000e-01	5.992259089e-01
7.258400000e-01	6.908582829e-01
7.258800000e-01	5.990665693e-01
7.258800000e-01	6.910077126e-01
7.259200000e-01	5.989077632e-01
7.259200000e-01	6.911566093e-01
7.259600000e-01	5.987494853e-01
7.259600000e-01	6.913049785e-01
7.260000000e-01	5.985917304e-01
7.260000000e-01	6.914528253e-01
7.260400000e-01	5.984344934e-01
7.260400000e-01	6.916001549e-01
7.260800000e-01	5.982777691e-01
7.260800000e-01	6.917469723e-01
7.261200000e-01	5.981215526e-01
7.261200000e-01	6.918932826e-01
7.261600000e-01	5.979658391e-01
7.261600000e-01	6.920390906e-01
7.262000000e-01	5.978106236e-01
7.262000000e-01	6.921844011e-01
7.262400000e-01	5.976559015e-01
7.262400000e-01	6.923292189e-01
7.262800000e-01	5.975016680e-01
7.262800000e-01	6.924735487e-01
7.263200000e-01	5.973479186e-01
7.263200000e-01	6.926173950e-01
7.263600000e-01	5.971946488e-01
7.263600000e-01	6.927607623e-01
7.264000000e-01	5.970418541e-01
7.264000000e-01	6.929036552e-01
7.264400000e-01	5.968895301e-01
7.264400000e-01	6.930460780e-01
7.264800000e-01	5.967376725e-01
7.264800000e-01	6.931880350e-01
7.265200000e-01	5.965862770e-01
7.265200000e-01	6.933295305e-01
7.265600000e-01	5.964353396e-01
7.265600000e-01	6.934705686e-01
7.266000000e-01	5.962848559e-01
7.266000000e-01	6.936111535e-01
7.266400000e-01	5.961348221e-01
7.266400000e-01	6.937512892e-01
7.266800000e-01	5.959852341e-01
7.266800000e-01	6.938909798e-01
7.267200000e-01	5.958360879e-01
7.267200000e-01	6.940302291e-01
7.267600000e-01	5.956873797e-01
7.267600000e-01	6.941690410e-01
7.268000000e-01	5.955391057e-01
7.268000000e-01	6.943074195e-01
7.268400000e-01	5.953912620e-01
7.268400000e-01	6.944453682e-01
7.268800000e-01	5.952438450e-01
7.268800000e-01	6.945828908e-01
7.269200000e-01	5.950968510e-01
7.269200000e-01	6.947199911e-01
7.269600000e-01	5.949502764e-01
7.269600000e-01	6.948566726e-01
7.270000000e-01	5.948041177e-01
7.270000000e-01	6.949929388e-01
7.270400000e-01	5.946583713e-01
7.270400000e-01	6.951287934e-01
7.270800000e-01	5.945130337e-01
7.270800000e-01	6.952642397e-01
7.271200000e-01	5.943681016e-01
7.271200000e-01	6.953992812e-01
7.271600000e-01	5.942235717e-01
7.271600000e-01	6.955339211e-01
7.272000000e-01	5.940794405e-01
7.272000000e-01	6.956681629e-01
7.272400000e-01	5.939357048e-01
7.272400000e-01	6.958020099e-01
7.272800000e-01	5.937923614e-01
7.272800000e-01	6.959354651e-01
7.273200000e-01	5.936494072e-01
7.273200000e-01	6.960685318e-01
7.273600000e-01	5.935068389e-01
7.273600000e-01	6.962012132e-01
7.274000000e-01	5.933646535e-01
7.274000000e-01	6.963335123e-01
7.274400000e-01	5.932228480e-01
7.274400000e-01	6.964654322e-01
7.274800000e-01	5.930814193e-01
7.274800000e-01	6.965969759e-01
7.275200000e-01	5.929403644e-01
7.275200000e-01	6.967281464e-01
7.275600000e-01	5.927996804e-01
7.275600000e-01	6.968589466e-01
7.276000000e-01	5.926593644e-01
7.276000000e-01	6.969893794e-01
7.276400000e-01	5.925194136e-01
7.276400000e-01	6.971194477e-01
7.276800000e-01	5.923798252e-01
7.276800000e-01	6.972491543e-01
7.277200000e-01	5.922405963e-01
7.277200000e-01	6.973785019e-01
7.277600000e-01	5.921017242e-01
7.277600000e-01	6.975074933e-01
7.278000000e-01	5.919632061e-01
7.278000000e-01	6.976361313e-01
7.278400000e-01	5.918250396e-01
7.278400000e-01	6.977644185e-01
7.278800000e-01	5.916872217e-01
7.278800000e-01	6.978923575e-01
7.279200000e-01	5.915497501e-01
7.279200000e-01	6.980199510e-01
7.279600000e-01	5.914126220e-01
7.279600000e-01	6.981472015e-01
7.280000000e-01	5.912758349e-01
7.280000000e-01	6.982741117e-01
7.280400000e-01	5.911393864e-01
7.280400000e-01	6.984006839e-01
7.280800000e-01	5.910032738e-01
7.280800000e-01	6.985269207e-01
7.281200000e-01	5.908674949e-01
7.281200000e-01	6.986528246e-01
7.281600000e-01	5.907320471e-01
7.281600000e-01	6.987783979e-01
7.282000000e-01	5.905969281e-01
7.282000000e-01	6.989036431e-01
7.282400000e-01	5.904621355e-01
7.282400000e-01	6.990285625e-01
7.282800000e-01	5.903276669e-01
7.282800000e-01	6.991531585e-01
7.283200000e-01	5.901935201e-01
7.283200000e-01	6.992774333e-01
7.283600000e-01	5.900596928e-01
7.283600000e-01	6.994013893e-01
7.284000000e-01	5.899261827e-01
7.284000000e-01	6.995250287e-01
7.284400000e-01	5.897929875e-01
7.284400000e-01	6.996483537e-01
7.284800000e-01	5.896601052e-01
7.284800000e-01	6.997713666e-01
7.285200000e-01	5.895275334e-01
7.285200000e-01	6.998940695e-01
7.285600000e-01	5.893952702e-01
7.285600000e-01	7.000164645e-01
7.286000000e-01	5.892633132e-01
7.286000000e-01	7.001385538e-01
7.286400000e-01	5.891316605e-01
7.286400000e-01	7.002603396e-01
7.286800000e-01	5.890003100e-01
7.286800000e-01	7.003818237e-01
7.287200000e-01	5.888692595e-01
7.287200000e-01	7.005030084e-01
7.287600000e-01	5.887385071e-01
7.287600000e-01	7.006238957e-01
7.288000000e-01	5.886080508e-01
7.288000000e-01	7.007444874e-01
7.288400000e-01	5.884778886e-01
7.288400000e-01	7.008647858e-01
7.288800000e-01	5.883480185e-01
7.288800000e-01	7.009847926e-01
7.289200000e-01	5.882184386e-01
7.289200000e-01	7.011045099e-01
7.289600000e-01	5.880891469e-01
7.289600000e-01	7.012239395e-01
7.290000000e-01	5.879601416e-01
7.290000000e-01	7.013430834e-01
7.290400000e-01	5.878314208e-01
7.290400000e-01	7.014619434e-01
7.290800000e-01	5.877029827e-01
7.290800000e-01	7.015805213e-01
7.291200000e-01	5.875748253e-01
7.291200000e-01	7.016988192e-01
7.291600000e-01	5.874469469e-01
7.291600000e-01	7.018168386e-01
7.292000000e-01	5.873193458e-01
7.292000000e-01	7.019345815e-01
7.292400000e-01	5.871920200e-01
7.292400000e-01	7.020520495e-01
7.292800000e-01	5.870649679e-01
7.292800000e-01	7.021692446e-01
7.293200000e-01	5.869381877e-01
7.293200000e-01	7.022861683e-01
7.293600000e-01	5.868116776e-01
7.293600000e-01	7.024028225e-01
7.294000000e-01	5.866854361e-01
7.294000000e-01	7.025192088e-01
7.294400000e-01	5.865594614e-01
7.294400000e-01	7.026353289e-01
7.294800000e-01	5.864337519e-01
7.294800000e-01	7.027511845e-01
7.295200000e-01	5.863083058e-01
7.295200000e-01	7.028667772e-01
7.295600000e-01	5.861831216e-01
7.295600000e-01	7.029821086e-01
7.296000000e-01	5.860581977e-01
7.296000000e-01	7.030971805e-01
7.296400000e-01	5.859335324e-01
7.296400000e-01	7.032119943e-01
7.296800000e-01	5.858091242e-01
7.296800000e-01	7.033265516e-01
7.297200000e-01	5.856849715e-01
7.297200000e-01	7.034408540e-01
7.297600000e-01	5.855610727e-01
7.297600000e-01	7.035549031e-01
7.298000000e-01	5.854374264e-01
7.298000000e-01	7.036687005e-01
7.298400000e-01	5.853140310e-01
7.298400000e-01	7.037822475e-01
7.298800000e-01	5.851908850e-01
7.298800000e-01	7.038955457e-01
7.299200000e-01	5.850679869e-01
7.299200000e-01	7.040085966e-01
7.299600000e-01	5.849453352e-01
7.299600000e-01	7.041214017e-01
7.300000000e-01	5.848229285e-01
7.300000000e-01	7.042339625e-01
7.300400000e-01	5.847007654e-01
7.300400000e-01	7.043462803e-01
7.300800000e-01	5.845788444e-01
7.300800000e-01	7.044583566e-01
7.301200000e-01	5.844571641e-01
7.301200000e-01	7.045701929e-01
7.301600000e-01	5.843357230e-01
7.301600000e-01	7.046817905e-01
7.302000000e-01	5.842145199e-01
7.302000000e-01	7.047931507e-01
7.302400000e-01	5.840935534e-01
7.302400000e-01	7.049042751e-01
7.302800000e-01	5.839728219e-01
7.302800000e-01	7.050151649e-01
7.303200000e-01	5.838523244e-01
7.303200000e-01	7.051258215e-01
7.303600000e-01	5.837320593e-01
7.303600000e-01	7.052362462e-01
7.304000000e-01	5.836120254e-01
7.304000000e-01	7.053464404e-01
7.304400000e-01	5.834922213e-01
7.304400000e-01	7.054564053e-01
7.304800000e-01	5.833726458e-01
7.304800000e-01	7.055661423e-01
7.305200000e-01	5.832532976e-01
7.305200000e-01	7.056756526e-01
7.305600000e-01	5.831341754e-01
7.305600000e-01	7.057849376e-01
7.306000000e-01	5.830152780e-01
7.306000000e-01	7.058939984e-01
7.306400000e-01	5.828966040e-01
7.306400000e-01	7.060028363e-01
7.306800000e-01	5.827781523e-01
7.306800000e-01	7.061114526e-01
7.307200000e-01	5.826599216e-01
7.307200000e-01	7.062198484e-01
7.307600000e-01	5.825419108e-01
7.307600000e-01	7.063280251e-01
7.308000000e-01	5.824241186e-01
7.308000000e-01	7.064359838e-01
7.308400000e-01	5.823065438e-01
7.308400000e-01	7.065437256e-01
7.308800000e-01	5.821891852e-01
7.308800000e-01	7.066512519e-01
7.309200000e-01	5.820720417e-01
7.309200000e-01	7.067585636e-01
7.309600000e-01	5.819551122e-01
7.309600000e-01	7.068656621e-01
7.310000000e-01	5.818383954e-01
7.310000000e-01	7.069725484e-01
7.310400000e-01	5.817218902e-01
7.310400000e-01	7.070792237e-01
7.310800000e-01	5.816055955e-01
7.310800000e-01	7.071856892e-01
7.311200000e-01	5.814895102e-01
7.311200000e-01	7.072919458e-01
7.311600000e-01	5.813736332e-01
7.311600000e-01	7.073979948e-01
7.312000000e-01	5.812579634e-01
7.312000000e-01	7.075038373e-01
7.312400000e-01	5.811424996e-01
7.312400000e-01	7.076094743e-01
7.312800000e-01	5.810272409e-01
7.312800000e-01	7.077149069e-01
7.313200000e-01	5.809121861e-01
7.313200000e-01	7.078201362e-01
7.313600000e-01	5.807973341e-01
7.313600000e-01	7.079251632e-01
7.314000000e-01	5.806826840e-01
7.314000000e-01	7.080299890e-01
7.314400000e-01	5.805682347e-01
7.314400000e-01	7.081346147e-01
7.314800000e-01	5.804539851e-01
7.314800000e-01	7.082390412e-01
7.315200000e-01	5.803399342e-01
7.315200000e-01	7.083432696e-01
7.315600000e-01	5.802260811e-01
7.315600000e-01	7.084473009e-01
7.316000000e-01	5.801124246e-01
7.316000000e-01	7.085511361e-01
7.316400000e-01	5.799989639e-01
7.316400000e-01	7.086547763e-01
7.316800000e-01	5.798856979e-01
7.316800000e-01	7.087582223e-01
7.317200000e-01	5.797726256e-01
7.317200000e-01	7.088614752e-01
7.317600000e-01	5.796597460e-01
7.317600000e-01	7.089645360e-01
7.318000000e-01	5.795470583e-01
7.318000000e-01	7.090674056e-01
7.318400000e-01	5.794345614e-01
7.318400000e-01	7.091700850e-01
7.318800000e-01	5.793222545e-01
7.318800000e-01	7.092725750e-01
7.319200000e-01	5.792101364e-01
7.319200000e-01	7.093748768e-01
7.319600000e-01	5.790982064e-01
7.319600000e-01	7.094769911e-01
7.320000000e-01	5.789864635e-01
7.320000000e-01	7.095789190e-01
7.320400000e-01	5.788749068e-01
7.320400000e-01	7.096806613e-01
7.320800000e-01	5.787635353e-01
7.320800000e-01	7.097822189e-01
7.321200000e-01	5.786523482e-01
7.321200000e-01	7.098835928e-01
7.321600000e-01	5.785413446e-01
7.321600000e-01	7.099847838e-01
7.322000000e-01	5.784305236e-01
7.322000000e-01	7.100857929e-01
7.322400000e-01	5.783198842e-01
7.322400000e-01	7.101866209e-01
7.322800000e-01	5.782094257e-01
7.322800000e-01	7.102872686e-01
7.323200000e-01	5.780991472e-01
7.323200000e-01	7.103877370e-01
7.323600000e-01	5.779890478e-01
7.323600000e-01	7.104880269e-01
7.324000000e-01	5.778791266e-01
7.324000000e-01	7.105881392e-01
7.324400000e-01	5.777693829e-01
7.324400000e-01	7.106880747e-01
7.324800000e-01	5.776598157e-01
7.324800000e-01	7.107878342e-01
7.325200000e-01	5.775504242e-01
7.325200000e-01	7.108874186e-01
7.325600000e-01	5.774412077e-01
7.325600000e-01	7.109868287e-01
7.326000000e-01	5.773321653e-01
7.326000000e-01	7.110860653e-01
7.326400000e-01	5.772232961e-01
7.326400000e-01	7.111851293e-01
7.326800000e-01	5.771145995e-01
7.326800000e-01	7.112840214e-01
7.327200000e-01	5.770060745e-01
7.327200000e-01	7.113827424e-01
7.327600000e-01	5.768977204e-01
7.327600000e-01	7.114812931e-01
7.328000000e-01	5.767895364e-01
7.328000000e-01	7.115796744e-01
7.328400000e-01	5.766815217e-01
7.328400000e-01	7.116778870e-01
7.328800000e-01	5.765736755e-01
7.328800000e-01	7.117759316e-01
7.329200000e-01	5.764659971e-01
7.329200000e-01	7.118738091e-01
7.329600000e-01	5.763584858e-01
7.329600000e-01	7.119715202e-01
7.330000000e-01	5.762511407e-01
7.330000000e-01	7.120690656e-01
7.330400000e-01	5.761439610e-01
7.330400000e-01	7.121664462e-01
7.330800000e-01	5.760369462e-01
7.330800000e-01	7.122636626e-01
7.331200000e-01	5.759300953e-01
7.331200000e-01	7.123607157e-01
7.331600000e-01	5.758234078e-01
7.331600000e-01	7.124576060e-01
7.332000000e-01	5.757168827e-01
7.332000000e-01	7.125543345e-01
7.332400000e-01	5.756105195e-01
7.332400000e-01	7.126509017e-01
7.332800000e-01	5.755043175e-01
7.332800000e-01	7.127473084e-01
7.333200000e-01	5.753982758e-01
7.333200000e-01	7.128435553e-01
7.333600000e-01	5.752923938e-01
7.333600000e-01	7.129396432e-01
7.334000000e-01	5.751866708e-01
7.334000000e-01	7.130355727e-01
7.334400000e-01	5.750811060e-01
7.334400000e-01	7.131313445e-01
7.334800000e-01	5.749756989e-01
7.334800000e-01	7.132269594e-01
7.335200000e-01	5.748704487e-01
7.335200000e-01	7.133224179e-01
7.335600000e-01	5.747653547e-01
7.335600000e-01	7.134177208e-01
7.336000000e-01	5.746604163e-01
7.336000000e-01	7.135128688e-01
7.336400000e-01	5.745556327e-01
7.336400000e-01	7.136078625e-01
7.336800000e-01	5.744510034e-01
7.336800000e-01	7.137027026e-01
7.337200000e-01	5.743465276e-01
7.337200000e-01	7.137973898e-01
7.337600000e-01	5.742422047e-01
7.337600000e-01	7.138919247e-01
7.338000000e-01	5.741380340e-01
7.338000000e-01	7.139863080e-01
7.338400000e-01	5.740340150e-01
7.338400000e-01	7.140805403e-01
7.338800000e-01	5.739301469e-01
7.338800000e-01	7.141746223e-01
7.339200000e-01	5.738264291e-01
7.339200000e-01	7.142685545e-01
7.339600000e-01	5.737228610e-01
7.339600000e-01	7.143623377e-01
7.340000000e-01	5.736194419e-01
7.340000000e-01	7.144559725e-01
7.340400000e-01	5.735161712e-01
7.340400000e-01	7.145494594e-01
7.340800000e-01	5.734130484e-01
7.340800000e-01	7.146427992e-01
7.341200000e-01	5.733100727e-01
7.341200000e-01	7.147359924e-01
7.341600000e-01	5.732072436e-01
7.341600000e-01	7.148290396e-01
7.342000000e-01	5.731045605e-01
7.342000000e-01	7.149219415e-01
7.342400000e-01	5.730020228e-01
7.342400000e-01	7.150146986e-01
7.342800000e-01	5.728996298e-01
7.342800000e-01	7.151073116e-01
7.343200000e-01	5.727973810e-01
7.343200000e-01	7.151997810e-01
7.343600000e-01	5.726952757e-01
7.343600000e-01	7.152921075e-01
7.344000000e-01	5.725933135e-01
7.344000000e-01	7.153842916e-01
7.344400000e-01	5.724914936e-01
7.344400000e-01	7.154763338e-01
7.344800000e-01	5.723898156e-01
7.344800000e-01	7.155682349e-01
7.345200000e-01	5.722882788e-01
7.345200000e-01	7.156599953e-01
7.345600000e-01	5.721868828e-01
7.345600000e-01	7.157516157e-01
7.346000000e-01	5.720856268e-01
7.346000000e-01	7.158430965e-01
7.346400000e-01	5.719845104e-01
7.346400000e-01	7.159344385e-01
7.346800000e-01	5.718835330e-01
7.346800000e-01	7.160256420e-01
7.347200000e-01	5.717826940e-01
7.347200000e-01	7.161167077e-01
7.347600000e-01	5.716819929e-01
7.347600000e-01	7.162076361e-01
7.348000000e-01	5.715814292e-01
7.348000000e-01	7.162984278e-01
7.348400000e-01	5.714810022e-01
7.348400000e-01	7.163890833e-01
7.348800000e-01	5.713807115e-01
7.348800000e-01	7.164796032e-01
7.349200000e-01	5.712805565e-01
7.349200000e-01	7.165699880e-01
7.349600000e-01	5.711805367e-01
7.349600000e-01	7.166602382e-01
7.350000000e-01	5.710806516e-01
7.350000000e-01	7.167503544e-01
7.350400000e-01	5.709809005e-01
7.350400000e-01	7.168403370e-01
7.350800000e-01	5.708812831e-01
7.350800000e-01	7.169301867e-01
7.351200000e-01	5.707817988e-01
7.351200000e-01	7.170199039e-01
7.351600000e-01	5.706824470e-01
7.351600000e-01	7.171094891e-01
7.352000000e-01	5.705832273e-01
7.352000000e-01	7.171989429e-01
7.352400000e-01	5.704841391e-01
7.352400000e-01	7.172882657e-01
7.352800000e-01	5.703851820e-01
7.352800000e-01	7.173774582e-01
7.353200000e-01	5.702863554e-01
7.353200000e-01	7.174665207e-01
7.353600000e-01	5.701876588e-01
7.353600000e-01	7.175554538e-01
7.354000000e-01	5.700890918e-01
7.354000000e-01	7.176442579e-01
7.354400000e-01	5.699906538e-01
7.354400000e-01	7.177329337e-01
7.354800000e-01	5.698923444e-01
7.354800000e-01	7.178214814e-01
7.355200000e-01	5.697941630e-01
7.355200000e-01	7.179099018e-01
7.355600000e-01	5.696961093e-01
7.355600000e-01	7.179981951e-01
7.356000000e-01	5.695981826e-01
7.356000000e-01	7.180863620e-01
7.356400000e-01	5.695003826e-01
7.356400000e-01	7.181744028e-01
7.356800000e-01	5.694027087e-01
7.356800000e-01	7.182623181e-01
7.357200000e-01	5.693051605e-01
7.357200000e-01	7.183501083e-01
7.357600000e-01	5.692077375e-01
7.357600000e-01	7.184377740e-01
7.358000000e-01	5.691104393e-01
7.358000000e-01	7.185253154e-01
7.358400000e-01	5.690132653e-01
7.358400000e-01	7.186127333e-01
7.358800000e-01	5.689162152e-01
7.358800000e-01	7.187000279e-01
7.359200000e-01	5.688192884e-01
7.359200000e-01	7.187871997e-01
7.359600000e-01	5.687224845e-01
7.359600000e-01	7.188742493e-01
7.360000000e-01	5.686258031e-01
7.360000000e-01	7.189611770e-01
7.360400000e-01	5.685292438e-01
7.360400000e-01	7.190479833e-01
7.360800000e-01	5.684328059e-01
7.360800000e-01	7.191346686e-01
7.361200000e-01	5.683364892e-01
7.361200000e-01	7.192212335e-01
7.361600000e-01	5.682402932e-01
7.361600000e-01	7.193076782e-01
7.362000000e-01	5.681442175e-01
7.362000000e-01	7.193940033e-01
7.362400000e-01	5.680482615e-01
7.362400000e-01	7.194802092e-01
7.362800000e-01	5.679524250e-01
7.362800000e-01	7.195662964e-01
7.363200000e-01	5.678567073e-01
7.363200000e-01	7.196522652e-01
7.363600000e-01	5.677611082e-01
7.363600000e-01	7.197381161e-01
7.364000000e-01	5.676656272e-01
7.364000000e-01	7.198238495e-01
7.364400000e-01	5.675702639e-01
7.364400000e-01	7.199094659e-01
7.364800000e-01	5.674750178e-01
7.364800000e-01	7.199949656e-01
7.365200000e-01	5.673798886e-01
7.365200000e-01	7.200803491e-01
7.365600000e-01	5.672848758e-01
7.365600000e-01	7.201656167e-01
7.366000000e-01	5.671899790e-01
7.366000000e-01	7.202507690e-01
7.366400000e-01	5.670951978e-01
7.366400000e-01	7.203358062e-01
7.366800000e-01	5.670005318e-01
7.366800000e-01	7.204207289e-01
7.367200000e-01	5.669059806e-01
7.367200000e-01	7.205055374e-01
7.367600000e-01	5.668115438e-01
7.367600000e-01	7.205902321e-01
7.368000000e-01	5.667172210e-01
7.368000000e-01	7.206748134e-01
7.368400000e-01	5.666230118e-01
7.368400000e-01	7.207592818e-01
7.368800000e-01	5.665289158e-01
7.368800000e-01	7.208436375e-01
7.369200000e-01	5.664349326e-01
7.369200000e-01	7.209278811e-01
7.369600000e-01	5.663410618e-01
7.369600000e-01	7.210120128e-01
7.370000000e-01	5.662473030e-01
7.370000000e-01	7.210960331e-01
7.370400000e-01	5.661536559e-01
7.370400000e-01	7.211799424e-01
7.370800000e-01	5.660601200e-01
7.370800000e-01	7.212637411e-01
7.371200000e-01	5.659666950e-01
7.371200000e-01	7.213474295e-01
7.371600000e-01	5.658733805e-01
7.371600000e-01	7.214310080e-01
7.372000000e-01	5.657801762e-01
7.372000000e-01	7.215144769e-01
7.372400000e-01	5.656870815e-01
7.372400000e-01	7.215978368e-01
7.372800000e-01	5.655940963e-01
7.372800000e-01	7.216810879e-01
7.373200000e-01	5.655012200e-01
7.373200000e-01	7.217642306e-01
7.373600000e-01	5.654084524e-01
7.373600000e-01	7.218472652e-01
7.374000000e-01	5.653157931e-01
7.374000000e-01	7.219301922e-01
7.374400000e-01	5.652232417e-01
7.374400000e-01	7.220130119e-01
7.374800000e-01	5.651307978e-01
7.374800000e-01	7.220957247e-01
7.375200000e-01	5.650384610e-01
7.375200000e-01	7.221783309e-01
7.375600000e-01	5.649462312e-01
7.375600000e-01	7.222608309e-01
7.376000000e-01	5.648541077e-01
7.376000000e-01	7.223432250e-01
7.376400000e-01	5.647620904e-01
7.376400000e-01	7.224255136e-01
7.376800000e-01	5.646701789e-01
7.376800000e-01	7.225076971e-01
7.377200000e-01	5.645783728e-01
7.377200000e-01	7.225897757e-01
7.377600000e-01	5.644866717e-01
7.377600000e-01	7.226717499e-01
7.378000000e-01	5.643950754e-01
7.378000000e-01	7.227536200e-01
7.378400000e-01	5.643035834e-01
7.378400000e-01	7.228353863e-01
7.378800000e-01	5.642121954e-01
7.378800000e-01	7.229170492e-01
7.379200000e-01	5.641209112e-01
